FileName	Predicted Class
eval351.tif	4
eval352.tif	3
eval353.tif	0
eval354.tif	7
eval355.tif	8
eval356.tif	6
eval357.tif	6
eval358.tif	3
eval359.tif	8
eval360.tif	3
eval361.tif	9
eval362.tif	8
eval363.tif	5
eval364.tif	0
eval365.tif	8
eval366.tif	2
eval367.tif	5
eval368.tif	9
eval369.tif	6
eval370.tif	3
eval371.tif	4
eval372.tif	8
eval373.tif	1
eval374.tif	6
eval375.tif	3
eval376.tif	7
eval377.tif	4
eval378.tif	1
eval379.tif	5
eval380.tif	3
eval381.tif	4
eval382.tif	8
eval383.tif	3
eval384.tif	9
eval385.tif	9
eval386.tif	0
eval387.tif	3
eval388.tif	6
eval389.tif	5
eval390.tif	4
eval391.tif	1
eval392.tif	3
eval393.tif	6
eval394.tif	5
eval395.tif	9
eval396.tif	7
eval397.tif	9
eval398.tif	6
eval399.tif	1
eval400.tif	4
eval401.tif	7
eval402.tif	0
eval403.tif	4
eval404.tif	3
eval405.tif	8
eval406.tif	4
eval407.tif	3
eval408.tif	2
eval409.tif	8
eval410.tif	3
eval411.tif	4
eval412.tif	3
eval413.tif	9
eval414.tif	9
eval415.tif	9
eval416.tif	0
eval417.tif	3
eval418.tif	5
eval419.tif	7
eval420.tif	2
eval421.tif	8
eval422.tif	4
eval423.tif	0
eval424.tif	5
eval425.tif	4
eval426.tif	8
eval427.tif	5
eval428.tif	1
eval429.tif	7
eval430.tif	3
eval431.tif	0
eval432.tif	5
eval433.tif	8
eval434.tif	9
eval435.tif	6
eval436.tif	3
eval437.tif	7
eval438.tif	3
eval439.tif	4
eval440.tif	2
eval441.tif	3
eval442.tif	9
eval443.tif	3
eval444.tif	5
eval445.tif	6
eval446.tif	4
eval447.tif	6
eval448.tif	5
eval449.tif	9
eval450.tif	2
eval451.tif	7
eval452.tif	3
eval453.tif	8
eval454.tif	9
eval455.tif	8
eval456.tif	5
eval457.tif	3
eval458.tif	0
eval459.tif	0
eval460.tif	5
eval461.tif	4
eval462.tif	9
eval463.tif	9
eval464.tif	7
eval465.tif	1
eval466.tif	8
eval467.tif	1
eval468.tif	6
eval469.tif	7
eval470.tif	2
eval471.tif	1
eval472.tif	1
eval473.tif	2
eval474.tif	2
eval475.tif	6
eval476.tif	6
eval477.tif	7
eval478.tif	3
eval479.tif	0
eval480.tif	5
eval481.tif	8
eval482.tif	5
eval483.tif	4
eval484.tif	8
eval485.tif	6
eval486.tif	6
eval487.tif	0
eval488.tif	8
eval489.tif	7
eval490.tif	6
eval491.tif	5
eval492.tif	1
eval493.tif	3
eval494.tif	1
eval495.tif	4
eval496.tif	6
eval497.tif	6
eval498.tif	3
eval499.tif	3
eval500.tif	6
eval501.tif	4
eval502.tif	6
eval503.tif	5
eval504.tif	6
eval505.tif	1
eval506.tif	8
eval507.tif	6
eval508.tif	7
eval509.tif	3
eval510.tif	8
eval511.tif	8
eval512.tif	9
eval513.tif	3
eval514.tif	4
eval515.tif	3
eval516.tif	2
eval517.tif	9
eval518.tif	8
eval519.tif	5
eval520.tif	0
eval521.tif	6
eval522.tif	7
eval523.tif	3
eval524.tif	3
eval525.tif	3
eval526.tif	6
eval527.tif	0
eval528.tif	8
eval529.tif	1
eval530.tif	7
eval531.tif	6
eval532.tif	7
eval533.tif	4
eval534.tif	5
eval535.tif	7
eval536.tif	9
eval537.tif	6
eval538.tif	6
eval539.tif	3
eval540.tif	9
eval541.tif	7
eval542.tif	8
eval543.tif	7
eval544.tif	3
eval545.tif	3
eval546.tif	1
eval547.tif	2
eval548.tif	8
eval549.tif	0
eval550.tif	0
eval551.tif	3
eval552.tif	6
eval553.tif	0
eval554.tif	2
eval555.tif	3
eval556.tif	0
eval557.tif	3
eval558.tif	2
eval559.tif	9
eval560.tif	0
eval561.tif	4
eval562.tif	2
eval563.tif	6
eval564.tif	0
eval565.tif	1
eval566.tif	6
eval567.tif	2
eval568.tif	1
eval569.tif	9
eval570.tif	9
eval571.tif	9
eval572.tif	9
eval573.tif	5
eval574.tif	0
eval575.tif	0
eval576.tif	9
eval577.tif	9
eval578.tif	5
eval579.tif	5
eval580.tif	4
eval581.tif	1
eval582.tif	0
eval583.tif	0
eval584.tif	7
eval585.tif	6
eval586.tif	3
eval587.tif	5
eval588.tif	6
eval589.tif	1
eval590.tif	4
eval591.tif	1
eval592.tif	5
eval593.tif	7
eval594.tif	0
eval595.tif	8
eval596.tif	7
eval597.tif	1
eval598.tif	7
eval599.tif	1
eval600.tif	9
